Location,Price,Bathrooms,Car Parks,Size,Furnishing,Type,No_of_Bedrooms,No_of_servant_rooms,studio_apartment,Property Type Supergroup
Taman Desa,3299000,3,6,4500.0,Fully Furnished,Land area,5,0,0,Semi-detached House
Cheras,380000,2,1,950.05,Fully Furnished,Land area,2,0,0,Condominium
Pandan Perdana,729000,2,5,2700.0,Fully Furnished,Land area,3,0,0,Terrace/Link House
Pandan Perdana,720000,3,2,1470.07,Partly Furnished,Land area,4,0,0,Terrace/Link House
KL City,899000,3,2,48.575,Fully Furnished,Land area,4,0,0,Terrace/Link House
Taman Melawati,3000000,9,4,5662.062,Partly Furnished,Land area,7,1,0,Bungalow
Cheras,959000,3,2,48.575,Fully Furnished,Land area,6,0,0,Terrace/Link House
KL City,5590000,6,5,68.582,Fully Furnished,Land area,10,0,0,Bungalow
KL City,1230000,3,5,3200.0,Partly Furnished,Land area,5,0,0,Terrace/Link House
Cheras,1150000,3,4,51.565,Partly Furnished,Land area,4,0,0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),375000,2,1,950.05,Partly Furnished,Built-up,3,0,0,Serviced Residence
Dutamas,970000,4,2,1719.019,Unfurnished,Built-up,3,1,0,Condominium
Kepong,960000,3,4,45.07,Partly Furnished,Land area,4,0,0,Terrace/Link House
Kepong,1650000,5,3,48.575,Partly Furnished,Land area,5,1,0,Terrace/Link House
Mont Kiara,1880000,3,2,2243.043,Fully Furnished,Built-up,3,1,0,Condominium
Sungai Besi,338000,2,1,800.0,Unfurnished,Built-up,3,0,0,Condominium
Jalan Klang Lama (Old Klang Road),898000,4,2,1663.063,Partly Furnished,Built-up,4,0,0,Condominium
KLCC,2900000,2,2,1195.095,Partly Furnished,Built-up,1,1,0,Serviced Residence
Sri Petaling,395000,2,1,1129.029,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Ipoh,760000,3,2,2160.06,Fully Furnished,Land area,4,0,0,Townhouse
Taman Melawati,3400000,9,3,5662.062,Partly Furnished,Land area,5,2,0,Bungalow
Keramat,1479000,2,2,1341.041,Partly Furnished,Built-up,2,0,0,Condominium
Setiawangsa,750000,3,2,42.565,Partly Furnished,Land area,3,0,0,Terrace/Link House
KLCC,2580000,5,2,3335.035,Fully Furnished,Built-up,3,1,0,Condominium
Sungai Besi,1650000,4,2,52.08,Unfurnished,Land area,4,0,0,Terrace/Link House
KLCC,3043600,2,1,1087.087,Unfurnished,Built-up,1,1,0,Serviced Residence
Damansara Heights,2150000,3,2,56.09,Unfurnished,Land area,4,1,0,Terrace/Link House
Ampang Hilir,2127050,3,2,2239.039,Partly Furnished,Built-up,3,1,0,Condominium
Dutamas,490000,2,2,1100.0,Fully Furnished,Built-up,3,0,0,Condominium
Dutamas,490000,2,1,1100.0,Fully Furnished,Built-up,3,0,0,Condominium
Dutamas,530000,2,1,1100.0,Fully Furnished,Built-up,3,0,0,Condominium
Dutamas,515000,3,2,1430.03,Partly Furnished,Built-up,3,1,0,Condominium
Kepong,680000,3,2,1500.0,Unfurnished,Land area,4,0,0,Terrace/Link House
Kepong,355000,2,1,988.088,Partly Furnished,Built-up,3,0,0,Condominium
Kepong,695000,2,4,68.515,Partly Furnished,Land area,4,0,0,Terrace/Link House
Kepong,190000,1,1,600.0,Unfurnished,Built-up,2,0,0,Flat
Kepong,453000,2,2,1081.081,Partly Furnished,Built-up,3,0,0,Apartment
Kuchai Lama,408000,2,1,950.05,Partly Furnished,Built-up,2,1,0,Condominium
Taman Desa,228000,1,1,650.05,Partly Furnished,Built-up,2,0,0,Apartment
Puchong,280000,2,1,750.05,Partly Furnished,Built-up,3,0,0,Flat
Setapak,318000,1,1,682.082,Partly Furnished,Built-up,2,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),340000,2,1,950.05,Fully Furnished,Built-up,3,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),440000,2,1,1100.0,Partly Furnished,Built-up,3,0,0,Condominium
Ampang Hilir,3150000,4,2,4521.021,Partly Furnished,Built-up,3,1,0,Condominium
Mont Kiara,1770000,4,3,2735.035,Fully Furnished,Built-up,4,1,0,Condominium
Mont Kiara,2730000,3,1,3043.043,Fully Furnished,Built-up,3,0,0,Condominium
Batu Caves,450000,2,2,883.083,Partly Furnished,Land area,3,0,0,Terrace/Link House
Bangsar,4600000,6,3,3500.0,Partly Furnished,Built-up,4,1,0,Condominium
Bukit Tunku (Kenny Hills),1500000,2,2,1950.05,Fully Furnished,Built-up,2,1,0,Condominium
Dutamas,1220000,4,2,2655.055,Partly Furnished,Built-up,3,1,0,Condominium
Damansara Heights,4650000,6,6,6360.06,Partly Furnished,Land area,6,0,0,Bungalow
Desa ParkCity,1160000,3,2,1389.089,Partly Furnished,Built-up,3,0,0,Condominium
Damansara Heights,12500000,9,8,8000.0,Partly Furnished,Land area,5,1,0,Bungalow
Dutamas,1138000,4,2,2081.081,Partly Furnished,Built-up,3,1,0,Condominium
Dutamas,1130000,4,2,1942.042,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,3500000,3,2,1786.086,Fully Furnished,Built-up,3,0,0,Serviced Residence
KL City,993000,1,1,625.025,Partly Furnished,Built-up,1,1,0,Serviced Residence
KL City,1141000,1,1,717.017,Partly Furnished,Built-up,1,1,0,Serviced Residence
KL City,1410000,2,1,887.087,Partly Furnished,Built-up,2,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),638000,2,2,1168.068,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Kuching,438000,2,1,1050.05,Unfurnished,Land area,3,0,0,Condominium
Sri Petaling,333000,1,1,35.055,Unfurnished,Land area,2,0,0,Terrace/Link House
Dutamas,540000,2,2,1100.0,Partly Furnished,Land area,3,0,0,Condominium
Kepong,510000,2,1,1074.074,Partly Furnished,Built-up,3,0,0,Condominium
KL City,1839000,3,2,1157.057,Partly Furnished,Built-up,3,0,0,Serviced Residence
Desa ParkCity,1730000,2,2,1690.09,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,2320000,5,3,3000.0,Partly Furnished,Built-up,4,1,0,Condominium
Cheras,8000000,9,7,18000.0,Fully Furnished,Land area,9,0,0,Bungalow
Mont Kiara,840000,2,1,815.015,Fully Furnished,Built-up,1,1,0,Condominium
Cheras,415000,2,1,988.088,Fully Furnished,Built-up,3,0,0,Condominium
Kuchai Lama,524000,2,2,1313.013,Unfurnished,Built-up,3,1,0,Condominium
Desa ParkCity,1400000,2,2,1572.072,Fully Furnished,Built-up,3,0,0,Condominium
Bandar Menjalara,420000,2,1,946.046,Unfurnished,Built-up,3,1,0,Serviced Residence
Taman Melawati,550000,2,1,1000.0,Unfurnished,Built-up,3,0,0,Serviced Residence
Dutamas,301000,1,1,620.02,Partly Furnished,Built-up,1,0,0,Condominium
Sri Hartamas,2300000,6,2,3719.019,Fully Furnished,Land area,4,0,0,Semi-detached House
Kuchai Lama,560000,3,4,1313.013,Fully Furnished,Built-up,3,1,0,Condominium
Seputeh,700000,2,1,1463.063,Unfurnished,Built-up,3,0,0,Condominium
Setapak,700000,3,2,45.575,Unfurnished,Land area,4,0,0,Terrace/Link House
Bandar Menjalara,410000,2,1,965.065,Unfurnished,Built-up,2,1,0,Condominium
Taman Tun Dr Ismail,1500000,3,6,59.597,Unfurnished,Land area,3,1,0,Terrace/Link House
Segambut,365000,2,1,918.018,Partly Furnished,Built-up,3,0,0,Apartment
Kepong,830000,3,6,51.08,Unfurnished,Land area,4,1,0,Terrace/Link House
Kepong,830000,3,7,53.585,Partly Furnished,Land area,3,1,0,Terrace/Link House
Kepong,930000,2,10,30.0,Unfurnished,Land area,3,0,0,Terrace/Link House
Ampang Hilir,1000000,1,1,786.086,Fully Furnished,Built-up,1,0,0,Serviced Residence
Dutamas,570000,2,2,1326.026,Fully Furnished,Built-up,3,0,0,Condominium
Batu Caves,88000,1,2,550.05,Unfurnished,Built-up,2,0,0,Flat
KL City,1486000,2,1,935.035,Partly Furnished,Built-up,2,0,0,Serviced Residence
KL City,1129000,1,1,717.017,Partly Furnished,Built-up,1,1,0,Serviced Residence
KL City,1397000,2,1,887.087,Partly Furnished,Built-up,2,0,0,Serviced Residence
KL City,1473500,2,1,935.035,Partly Furnished,Built-up,2,0,0,Serviced Residence
KL City,1823400,3,2,1157.057,Partly Furnished,Built-up,3,0,0,Serviced Residence
Bukit Bintang,900000,1,1,538.038,Fully Furnished,Built-up,1,0,0,Condominium
Taman Tun Dr Ismail,790000,1,1,524.024,Fully Furnished,Built-up,0,0,1,Serviced Residence
Sentul,620000,2,2,1363.063,Partly Furnished,Built-up,3,0,0,Condominium
Taman Desa,600000,2,1,960.06,Fully Furnished,Built-up,2,0,0,Condominium
Setapak,630000,2,2,1000.0,Partly Furnished,Built-up,3,0,0,Condominium
Cheras,720000,2,2,1472.072,Fully Furnished,Land area,3,1,0,Condominium
Setapak,600000,2,2,1100.0,Partly Furnished,Built-up,3,0,0,Condominium
Cheras,378000,2,1,950.05,Partly Furnished,Built-up,3,0,0,Serviced Residence
KLCC,1600000,2,1,1277.077,Partly Furnished,Built-up,2,0,0,Condominium
Bangsar,6800000,4,2,4025.025,Partly Furnished,Built-up,4,1,0,Condominium
KLCC,4100000,5,3,3439.039,Partly Furnished,Built-up,3,1,0,Condominium
Mont Kiara,800000,2,1,1248.048,Fully Furnished,Built-up,3,0,0,Serviced Residence
Mont Kiara,1020000,3,2,1538.038,Fully Furnished,Built-up,2,0,0,Serviced Residence
Kepong,440000,3,2,1073.073,Unfurnished,Built-up,3,0,0,Condominium
Taman Desa,640000,3,1,1600.0,Partly Furnished,Land area,3,0,0,Apartment
Bukit Jalil,535000,2,2,1124.024,Partly Furnished,Built-up,3,0,0,Condominium
KLCC,1500000,2,1,1022.022,Partly Furnished,Built-up,2,0,0,Serviced Residence
KLCC,2150000,4,2,1626.026,Fully Furnished,Built-up,4,1,0,Serviced Residence
Sungai Besi,2000000,6,4,3700.0,Fully Furnished,Built-up,4,1,0,Terrace/Link House
Mont Kiara,1750000,3,2,2038.038,Partly Furnished,Built-up,3,1,0,Condominium
Ampang,873980,2,2,1050.05,Partly Furnished,Built-up,3,0,0,Serviced Residence
Ampang,657020,1,1,735.035,Partly Furnished,Built-up,2,0,0,Serviced Residence
Bukit Tunku (Kenny Hills),12000000,7,8,2866723.023,Partly Furnished,Land area,6,1,0,Bungalow
KLCC,850000,1,1,600.0,Fully Furnished,Built-up,1,1,0,Serviced Residence
KLCC,498000,1,1,497.097,Fully Furnished,Built-up,0,0,1,Serviced Residence
Ampang Hilir,5100000,5,3,413.513,Partly Furnished,Land area,4,1,0,Semi-detached House
Cheras,420000,2,1,950.05,Partly Furnished,Built-up,3,0,0,Condominium
Damansara Heights,4000000,4,2,7500.0,Partly Furnished,Land area,4,0,0,Bungalow
Damansara Heights,1660000,2,2,1677.077,Fully Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,1690000,4,2,1878.078,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,3700000,4,6,12300.0,Partly Furnished,Land area,8,0,0,Bungalow
Sri Hartamas,2380000,4,2,2507.007,Fully Furnished,Built-up,3,1,0,Condominium
KLCC,2100000,2,2,1087.087,Unfurnished,Built-up,2,0,0,Serviced Residence
Salak Selatan,360000,1,1,565.065,Partly Furnished,Built-up,2,0,0,Serviced Residence
Bukit Jalil,958000,3,2,1508.008,Unfurnished,Built-up,3,1,0,Condominium
Kepong,320000,2,1,845.045,Partly Furnished,Built-up,3,0,0,Serviced Residence
Bukit Jalil,740000,3,2,1293.093,Fully Furnished,Built-up,3,1,0,Condominium
Setapak,2000,2,2,807.007,Fully Furnished,Built-up,3,0,0,Serviced Residence
Sentul,328000,1,1,650.05,Partly Furnished,Built-up,2,0,0,Serviced Residence
Setapak,600000,2,2,1450.05,Partly Furnished,Built-up,3,0,0,Condominium
Dutamas,1281600,4,2,2084.084,Partly Furnished,Built-up,3,1,0,Condominium
Dutamas,1220850,4,2,1974.074,Partly Furnished,Built-up,3,1,0,Condominium
Dutamas,1040000,4,2,1876.076,Partly Furnished,Built-up,3,1,0,Condominium
Sri Hartamas,2800000,6,3,3983.083,Partly Furnished,Built-up,4,1,0,Condominium
Jalan Klang Lama (Old Klang Road),979000,3,1,1335.035,Partly Furnished,Built-up,4,0,0,Condominium
Jalan Klang Lama (Old Klang Road),748000,2,2,1048.048,Fully Furnished,Built-up,3,0,0,Condominium
Dutamas,830000,3,2,1315.015,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Klang Lama (Old Klang Road),507000,1,1,730.03,Partly Furnished,Built-up,2,0,0,Condominium
Bukit Jalil,950000,2,3,1170.07,Partly Furnished,Built-up,3,1,0,Serviced Residence
Ampang,1000000,3,2,1210.01,Partly Furnished,Built-up,3,0,0,Serviced Residence
Ampang,600000,2,1,856.056,Fully Furnished,Built-up,2,0,0,Serviced Residence
Bukit Jalil,2200000,4,2,2365.065,Partly Furnished,Built-up,4,0,0,Serviced Residence
Bukit Jalil,1000000,3,3,1301.001,Partly Furnished,Built-up,3,1,0,Serviced Residence
Ampang,480000,1,1,570.07,Partly Furnished,Built-up,0,0,1,Serviced Residence
Ampang,950000,3,2,1230.03,Partly Furnished,Built-up,3,0,0,Serviced Residence
Mont Kiara,3000000,5,2,3477.077,Fully Furnished,Built-up,4,1,0,Condominium
Sentul,700000,2,1,999.099,Partly Furnished,Built-up,2,1,0,Condominium
KL Sentral,1400000,1,1,1087.087,Partly Furnished,Built-up,1,1,0,Serviced Residence
Cheras,1032000,2,1,860.06,Partly Furnished,Built-up,2,0,0,Apartment
Wangsa Maju,400000,2,1,651.051,Partly Furnished,Built-up,2,0,0,Serviced Residence
Kuchai Lama,380000,2,1,1100.0,Partly Furnished,Built-up,3,0,0,Condominium
Taman Desa,490000,2,1,918.018,Partly Furnished,Built-up,3,0,0,Condominium
Mont Kiara,1760000,4,2,2025.025,Partly Furnished,Built-up,3,1,0,Condominium
Mont Kiara,5300000,6,4,3800.0,Partly Furnished,Land area,5,1,0,Semi-detached House
Mont Kiara,2080000,4,3,2347.047,Fully Furnished,Built-up,3,1,0,Condominium
Damansara Heights,6500000,7,3,7400.0,Partly Furnished,Built-up,6,1,0,Bungalow
Damansara Heights,2500000,2,4,3408.008,Fully Furnished,Built-up,4,1,0,Serviced Residence
Wangsa Maju,438000,2,2,1260.06,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,965000,3,2,1440.04,Partly Furnished,Built-up,3,1,0,Condominium
Bukit Jalil,1300000,3,2,1700.0,Partly Furnished,Built-up,3,1,0,Condominium
Bukit Jalil,1550000,4,3,2021.021,Fully Furnished,Built-up,3,1,0,Condominium
Bukit Jalil,1350000,4,3,1878.078,Partly Furnished,Built-up,3,1,0,Condominium
Sentul,500000,2,1,948.048,Unfurnished,Land area,3,0,0,Serviced Residence
Bangsar,5048040,5,3,3658.058,Partly Furnished,Built-up,3,1,0,Condominium
Damansara Heights,7300000,7,6,4855.055,Partly Furnished,Built-up,4,2,0,Serviced Residence
Bukit Tunku (Kenny Hills),11000000,12,20,25017.017,Partly Furnished,Land area,12,0,0,Bungalow
KLCC,6500000,7,5,6600.0,Partly Furnished,Built-up,5,1,0,Condominium
Ampang Hilir,8300000,6,3,7836.036,Partly Furnished,Built-up,4,1,0,Semi-detached House
Bukit Tunku (Kenny Hills),35000000,10,12,35000.0,Partly Furnished,Land area,8,0,0,Bungalow
Sri Hartamas,4200000,5,2,2397.097,Partly Furnished,Land area,5,1,0,Terrace/Link House
Bangsar,5355000,6,3,3570.07,Partly Furnished,Built-up,4,1,0,Condominium
Damansara Heights,15000000,7,4,7500.0,Partly Furnished,Land area,5,1,0,Bungalow
Mont Kiara,14800000,6,6,13041.041,Fully Furnished,Land area,4,2,0,Bungalow
Bangsar,2500000,5,1,3380.08,Partly Furnished,Built-up,4,1,0,Condominium
Cheras,360000,2,1,830.03,Fully Furnished,Built-up,3,0,0,Apartment
KLCC,2100000,2,1,1470.07,Fully Furnished,Built-up,2,0,0,Condominium
Cheras,400000,2,1,854.054,Unfurnished,Built-up,2,0,0,Condominium
Setapak,255000,1,1,600.0,Partly Furnished,Built-up,2,0,0,Apartment
Setapak,570000,1,1,1430.03,Unfurnished,Built-up,3,0,0,Terrace/Link House
Mont Kiara,1000000,2,2,1550.05,Partly Furnished,Built-up,3,1,0,Serviced Residence
Bangsar,1250000,2,4,51.08,Unfurnished,Land area,4,0,0,Terrace/Link House
Taman Desa,500000,2,1,1200.0,Partly Furnished,Built-up,3,0,0,Condominium
Taman Desa,520000,2,1,1200.0,Partly Furnished,Built-up,3,0,0,Condominium
Kuchai Lama,1380000,4,3,53.575,Partly Furnished,Land area,4,0,0,Terrace/Link House
Taman Desa,2400000,3,3,3000.0,Partly Furnished,Land area,5,2,0,Semi-detached House
Jalan Klang Lama (Old Klang Road),568000,2,1,775.075,Fully Furnished,Built-up,1,1,0,Serviced Residence
KL Eco City,1565480,2,2,1119.019,Partly Furnished,Built-up,2,0,0,Condominium
KL Eco City,950000,1,1,797.097,Fully Furnished,Built-up,1,1,0,Condominium
KL Eco City,1460000,2,1,1076.076,Partly Furnished,Built-up,2,0,0,Condominium
Bangsar South,1750000,3,2,2095.095,Fully Furnished,Built-up,4,0,0,Condominium
KL Eco City,1390000,2,1,1076.076,Partly Furnished,Built-up,2,0,0,Condominium
KL Eco City,1061100,1,1,710.01,Partly Furnished,Built-up,1,1,0,Condominium
KL Eco City,1506400,2,2,1076.076,Fully Furnished,Built-up,2,0,0,Condominium
KL Eco City,1453676,2,1,1076.076,Fully Furnished,Built-up,2,0,0,Condominium
KL Eco City,840000,1,1,710.01,Fully Furnished,Built-up,1,0,0,Condominium
KL Eco City,869000,1,1,710.01,Partly Furnished,Built-up,1,0,0,Condominium
Setapak,615000,2,2,1600.0,Partly Furnished,Built-up,3,1,0,Condominium
Segambut,620000,2,1,1019.019,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,660000,2,2,1212.012,Partly Furnished,Built-up,3,0,0,Condominium
Sri Petaling,590000,2,2,800.0,Partly Furnished,Land area,3,1,0,Condominium
Titiwangsa,530000,2,1,753.053,Unfurnished,Built-up,3,0,0,Serviced Residence
Setapak,590000,2,2,46.07,Partly Furnished,Land area,3,0,0,Terrace/Link House
Cheras,4300000,10,5,7500.0,Partly Furnished,Land area,9,0,0,Bungalow
Taman Desa,1090000,3,2,1323.023,Fully Furnished,Built-up,2,1,0,Condominium
Taman Desa,1300000,4,2,1784.084,Partly Furnished,Built-up,3,1,0,Condominium
Taman Desa,1400000,4,2,1784.084,Fully Furnished,Built-up,3,1,0,Condominium
Bangsar,1950000,3,2,1650.05,Partly Furnished,Land area,4,0,0,Terrace/Link House
Pandan Perdana,820000,3,2,45.57,Partly Furnished,Land area,3,0,0,Terrace/Link House
Titiwangsa,710000,2,1,1380.08,Fully Furnished,Built-up,3,1,0,Condominium
KLCC,6200000,2,2,1722.022,Fully Furnished,Built-up,2,1,0,Condominium
KLCC,6500000,2,2,1830.03,Fully Furnished,Built-up,2,1,0,Condominium
KLCC,4500000,2,2,1830.03,Partly Furnished,Built-up,2,0,0,Condominium
KLCC,4000000,3,2,1722.022,Partly Furnished,Built-up,2,0,0,Condominium
KLCC,7500000,3,2,2110.01,Fully Furnished,Built-up,3,0,0,Condominium
KLCC,5100000,3,2,2110.01,Partly Furnished,Built-up,3,0,0,Condominium
Desa Pandan,1156200,2,2,1410.01,Partly Furnished,Built-up,2,1,0,Serviced Residence
Ampang,2700000,6,3,3847.047,Partly Furnished,Built-up,4,1,0,Condominium
Mont Kiara,5580000,5,4,1485.085,Fully Furnished,Land area,4,1,0,Condominium
KLCC,1100000,1,1,635.035,Partly Furnished,Built-up,1,0,0,Serviced Residence
Taman Tun Dr Ismail,7500000,6,5,8966.066,Partly Furnished,Land area,7,1,0,Bungalow
Bangsar,8900000,6,3,4945.045,Partly Furnished,Built-up,4,1,0,Condominium
Bangsar,4320000,4,3,3600.0,Partly Furnished,Built-up,3,1,0,Condominium
Taman Tun Dr Ismail,840000,2,1,1350.05,Partly Furnished,Built-up,3,0,0,Townhouse
Mont Kiara,790000,2,1,0.0,Partly Furnished,Land area,2,1,0,Condominium
Cheras,480000,2,2,48.575,Partly Furnished,Land area,3,0,0,Terrace/Link House
Wangsa Maju,1050000,4,2,1800.0,Fully Furnished,Built-up,4,0,0,Condominium
Mont Kiara,2890000,4,3,3478.078,Fully Furnished,Built-up,4,1,0,Condominium
Mont Kiara,1880000,3,2,2243.043,Partly Furnished,Built-up,3,2,0,Condominium
Damansara Heights,7500000,5,6,6000.0,Partly Furnished,Land area,5,1,0,Bungalow
Kepong,1080000,4,4,45.07,Partly Furnished,Land area,5,1,0,Terrace/Link House
KLCC,2700000,5,2,2593.093,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,1220000,2,1,1029.029,Partly Furnished,Built-up,2,0,0,Serviced Residence
Bukit Jalil,1150000,4,4,1772.072,Partly Furnished,Land area,4,1,0,Condominium
Ampang Hilir,550000,2,2,1267.067,Partly Furnished,Built-up,3,0,0,Condominium
Taman Desa,650000,2,2,1100.0,Fully Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,355000,2,1,878.078,Unfurnished,Built-up,3,0,0,Apartment
Desa Petaling,375000,2,1,1012.012,Partly Furnished,Built-up,3,0,0,Condominium
Dutamas,1320000,5,2,2084.084,Fully Furnished,Built-up,3,1,0,Condominium
Dutamas,1057350,5,2,1875.075,Partly Furnished,Built-up,3,1,0,Condominium
Dutamas,1320000,5,2,1876.076,Fully Furnished,Built-up,3,1,0,Condominium
Dutamas,1148100,5,2,2081.081,Partly Furnished,Built-up,3,1,0,Condominium
Dutamas,1700000,5,4,3020.02,Partly Furnished,Built-up,4,1,0,Condominium
Dutamas,1700000,5,4,3020.02,Partly Furnished,Built-up,5,1,0,Condominium
Wangsa Maju,738000,3,2,2300.0,Partly Furnished,Built-up,3,1,0,Condominium
Setapak,428000,2,1,1166.066,Partly Furnished,Built-up,4,0,0,Condominium
Cheras,415000,2,1,945.045,Unfurnished,Built-up,3,0,0,Condominium
Sungai Besi,585000,2,4,1088.088,Partly Furnished,Built-up,3,0,0,Condominium
KL Sentral,2500000,3,1,1625.025,Fully Furnished,Built-up,2,1,0,Serviced Residence
Wangsa Maju,800000,3,2,51.08,Partly Furnished,Land area,4,0,0,Terrace/Link House
Cheras,270000,1,1,820.02,Partly Furnished,Built-up,3,0,0,Apartment
Kepong,570000,2,2,35.555,Unfurnished,Land area,4,0,0,Terrace/Link House
KLCC,1400000,3,1,1683.083,Fully Furnished,Built-up,3,0,0,Condominium
Salak Selatan,595000,2,2,1122.022,Partly Furnished,Built-up,3,0,0,Serviced Residence
Dutamas,980000,1,1,642.042,Fully Furnished,Built-up,1,0,0,Condominium
Ampang,880000,2,2,1066.066,Fully Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,1850000,4,3,2535.035,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,1949415,4,3,2535.035,Fully Furnished,Built-up,3,1,0,Condominium
Bandar Menjalara,785600,3,2,1236.036,Partly Furnished,Land area,3,0,0,Serviced Residence
Taman Desa,896000,3,2,1366.066,Partly Furnished,Built-up,3,1,0,Condominium
Bandar Menjalara,731900,2,2,1102.002,Partly Furnished,Land area,3,0,0,Serviced Residence
Wangsa Maju,485000,2,2,722.022,Partly Furnished,Land area,2,0,0,Serviced Residence
Taman Desa,754000,3,1,1118.018,Partly Furnished,Land area,3,0,0,Condominium
Kepong,518000,2,4,43.565,Partly Furnished,Land area,4,0,0,Terrace/Link House
Kepong,608000,2,3,1292.092,Partly Furnished,Built-up,3,1,0,Serviced Residence
Bukit Bintang,545000,2,1,1200.0,Partly Furnished,Built-up,3,0,0,Condominium
Setapak,480000,2,1,750.05,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Klang Lama (Old Klang Road),560000,2,1,1215.015,Partly Furnished,Built-up,3,0,0,Condominium
Setapak,1600000,5,3,2500.0,Fully Furnished,Built-up,4,1,0,Condominium
Setapak,1640000,5,3,2500.0,Fully Furnished,Built-up,4,1,0,Condominium
Setapak,848000,4,2,1433.033,Partly Furnished,Built-up,3,1,0,Condominium
Setapak,980000,3,2,1590.09,Partly Furnished,Built-up,3,1,0,Condominium
Setapak,820000,3,2,1368.068,Partly Furnished,Built-up,3,0,0,Condominium
Setapak,903000,4,2,1433.033,Partly Furnished,Built-up,3,1,0,Condominium
Setapak,780000,3,2,1441.041,Partly Furnished,Built-up,3,0,0,Condominium
